nextToLastStatusId,statusId,userId,status
7066,12558,1574,"I really like this site. Nice features #saidnooneever"
7067,12559,1575,"Your choices today are: live your life now or live with regret later."
7068,12560,1576,"My weakness is that I care too much. Also, spalling"
7069,12561,1577,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7070,12562,1578,"I really like this site. Nice features #saidnooneever"
7071,12563,1579,"Your choices today are: live your life now or live with regret later."
7072,12564,1580,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7073,12565,1581,"At any given time my wallet is worth more than its contents."
7074,12566,1582,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7075,12567,1583,"I really like this site. Nice features #saidnooneever"
7076,12568,1584,"I really like this site. Nice features #saidnooneever"
7077,12569,1585,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7078,12570,1586,"Your choices today are: live your life now or live with regret later."
7079,12571,1587,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7080,12572,1588,"My weakness is that I care too much. Also, spalling"
7081,12573,1589,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7082,12574,1590,"My weakness is that I care too much. Also, spalling"
7083,12575,1591,"We all have to make sacrifices. I think we should start with you."
7084,12576,1592,"My weakness is that I care too much. Also, spalling"
7085,12577,1593,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7086,12578,1594,"I really like this site. Nice features #saidnooneever"
7087,12579,1595,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7088,12580,1596,"At any given time my wallet is worth more than its contents."
7089,12581,1597,"If cats could talk, they would probably always be correcting your grammar."
7090,12582,1598,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7091,12583,1599,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7092,12584,1600,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7093,12585,1601,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7094,12586,1602,"If cats could talk, they would probably always be correcting your grammar."
7095,12587,1603,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7096,12588,1604,"My weakness is that I care too much. Also, spalling"
7097,12589,1605,"My weakness is that I care too much. Also, spalling"
7098,12590,1606,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7099,12591,1607,"I really like this site. Nice features #saidnooneever"
7100,12592,1608,"At any given time my wallet is worth more than its contents."
7101,12593,1609,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7102,12594,1610,"I really like this site. Nice features #saidnooneever"
7103,12595,1611,"We all have to make sacrifices. I think we should start with you."
7104,12596,1612,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7105,12597,1613,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7106,12598,1614,"I really like this site. Nice features #saidnooneever"
7107,12599,1615,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7108,12600,1616,"At any given time my wallet is worth more than its contents."
7109,12601,1617,"I really like this site. Nice features #saidnooneever"
7110,12602,1618,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7111,12603,1619,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7112,12604,1620,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7113,12605,1621,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7114,12606,1622,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7115,12607,1623,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7116,12608,1624,"I really like this site. Nice features #saidnooneever"
7117,12609,1625,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7118,12610,1626,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7119,12611,1627,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7120,12612,1628,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7121,12613,1629,"My weakness is that I care too much. Also, spalling"
7122,12614,1630,"My weakness is that I care too much. Also, spalling"
7123,12615,1631,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7124,12616,1632,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7125,12617,1633,"We all have to make sacrifices. I think we should start with you."
7126,12618,1634,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7127,12619,1635,"If cats could talk, they would probably always be correcting your grammar."
7128,12620,1636,"My weakness is that I care too much. Also, spalling"
7129,12621,1637,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7130,12622,1638,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7131,12623,1639,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7132,12624,1640,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7133,12625,1641,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7134,12626,1642,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7135,12627,1643,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7136,12628,1644,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7137,12629,1645,"Your choices today are: live your life now or live with regret later."
7138,12630,1646,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7139,12631,1647,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7140,12632,1648,"We all have to make sacrifices. I think we should start with you."
7141,12633,1649,"If cats could talk, they would probably always be correcting your grammar."
7142,12634,1650,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7143,12635,1651,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7144,12636,1652,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7145,12637,1653,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7146,12638,1654,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7147,12639,1655,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7148,12640,1656,"At any given time my wallet is worth more than its contents."
7149,12641,1657,"My weakness is that I care too much. Also, spalling"
7150,12642,1658,"I really like this site. Nice features #saidnooneever"
7151,12643,1659,"My weakness is that I care too much. Also, spalling"
7152,12644,1660,"I really like this site. Nice features #saidnooneever"
7153,12645,1661,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7154,12646,1662,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7155,12647,1663,"Your choices today are: live your life now or live with regret later."
7156,12648,1664,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7157,12649,1665,"My weakness is that I care too much. Also, spalling"
7158,12650,1666,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7159,12651,1667,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7160,12652,1668,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7161,12653,1669,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7162,12654,1670,"We all have to make sacrifices. I think we should start with you."
7163,12655,1671,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7164,12656,1672,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7165,12657,1673,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7166,12658,1674,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7167,12659,1675,"We all have to make sacrifices. I think we should start with you."
7168,12660,1676,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7169,12661,1677,"I really like this site. Nice features #saidnooneever"
7170,12662,1678,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7171,12663,1679,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7172,12664,1680,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7173,12665,1681,"At any given time my wallet is worth more than its contents."
7174,12666,1682,"At any given time my wallet is worth more than its contents."
7175,12667,1683,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7176,12668,1684,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7177,12669,1685,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7178,12670,1686,"We all have to make sacrifices. I think we should start with you."
7179,12671,1687,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7180,12672,1688,"We all have to make sacrifices. I think we should start with you."
7181,12673,1689,"At any given time my wallet is worth more than its contents."
7182,12674,1690,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7183,12675,1691,"I really like this site. Nice features #saidnooneever"
7184,12676,1692,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7185,12677,1693,"I really like this site. Nice features #saidnooneever"
7186,12678,1694,"I really like this site. Nice features #saidnooneever"
7187,12679,1695,"My weakness is that I care too much. Also, spalling"
7188,12680,1696,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7189,12681,1697,"If cats could talk, they would probably always be correcting your grammar."
7190,12682,1698,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7191,12683,1699,"My weakness is that I care too much. Also, spalling"
7192,12684,1700,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7193,12685,1701,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7194,12686,1702,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7195,12687,1703,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7196,12688,1704,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7197,12689,1705,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7198,12690,1706,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7199,12691,1707,"My weakness is that I care too much. Also, spalling"
7200,12692,1708,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7201,12693,1709,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7202,12694,1710,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7203,12695,1711,"If cats could talk, they would probably always be correcting your grammar."
7204,12696,1712,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7205,12697,1713,"My weakness is that I care too much. Also, spalling"
7206,12698,1714,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7207,12699,1715,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7208,12700,1716,"We all have to make sacrifices. I think we should start with you."
7209,12701,1717,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7210,12702,1718,"We all have to make sacrifices. I think we should start with you."
7211,12703,1719,"I really like this site. Nice features #saidnooneever"
7212,12704,1720,"Your choices today are: live your life now or live with regret later."
7213,12705,1721,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7214,12706,1722,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7215,12707,1723,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7216,12708,1724,"If cats could talk, they would probably always be correcting your grammar."
7217,12709,1725,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7218,12710,1726,"If cats could talk, they would probably always be correcting your grammar."
7219,12711,1727,"I really like this site. Nice features #saidnooneever"
7220,12712,1728,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7221,12713,1729,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7222,12714,1730,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7223,12715,1731,"I really like this site. Nice features #saidnooneever"
7224,12716,1732,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7225,12717,1733,"We all have to make sacrifices. I think we should start with you."
7226,12718,1734,"Your choices today are: live your life now or live with regret later."
7227,12719,1735,"We all have to make sacrifices. I think we should start with you."
7228,12720,1736,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7229,12721,1737,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7230,12722,1738,"My weakness is that I care too much. Also, spalling"
7231,12723,1739,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7232,12724,1740,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7233,12725,1741,"Your choices today are: live your life now or live with regret later."
7234,12726,1742,"At any given time my wallet is worth more than its contents."
7235,12727,1743,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7236,12728,1744,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7237,12729,1745,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7238,12730,1746,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7239,12731,1747,"My weakness is that I care too much. Also, spalling"
7240,12732,1748,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7241,12733,1749,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7242,12734,1750,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7243,12735,1751,"My weakness is that I care too much. Also, spalling"
7244,12736,1752,"I really like this site. Nice features #saidnooneever"
7245,12737,1753,"Your choices today are: live your life now or live with regret later."
7246,12738,1754,"If cats could talk, they would probably always be correcting your grammar."
7247,12739,1755,"My weakness is that I care too much. Also, spalling"
7248,12740,1756,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7249,12741,1757,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7250,12742,1758,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7251,12743,1759,"I really like this site. Nice features #saidnooneever"
7252,12744,1760,"At any given time my wallet is worth more than its contents."
7253,12745,1761,"If cats could talk, they would probably always be correcting your grammar."
7254,12746,1762,"At any given time my wallet is worth more than its contents."
7255,12747,1763,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7256,12748,1764,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7257,12749,1765,"At any given time my wallet is worth more than its contents."
7258,12750,1766,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7259,12751,1767,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7260,12752,1768,"We all have to make sacrifices. I think we should start with you."
7261,12753,1769,"We all have to make sacrifices. I think we should start with you."
7262,12754,1770,"At any given time my wallet is worth more than its contents."
7263,12755,1771,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7264,12756,1772,"Your choices today are: live your life now or live with regret later."
7265,12757,1773,"If cats could talk, they would probably always be correcting your grammar."
7266,12758,1774,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7267,12759,1775,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7268,12760,1776,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7269,12761,1777,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7270,12762,1778,"We all have to make sacrifices. I think we should start with you."
7271,12763,1779,"Your choices today are: live your life now or live with regret later."
7272,12764,1780,"If cats could talk, they would probably always be correcting your grammar."
7273,12765,1781,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7274,12766,1782,"My weakness is that I care too much. Also, spalling"
7275,12767,1783,"My weakness is that I care too much. Also, spalling"
7276,12768,1784,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7277,12769,1785,"Your choices today are: live your life now or live with regret later."
7278,12770,1786,"At any given time my wallet is worth more than its contents."
7279,12771,1787,"Your choices today are: live your life now or live with regret later."
7280,12772,1788,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7281,12773,1789,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7282,12774,1790,"I really like this site. Nice features #saidnooneever"
7283,12775,1791,"I really like this site. Nice features #saidnooneever"
7284,12776,1792,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7285,12777,1793,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7286,12778,1794,"My weakness is that I care too much. Also, spalling"
7287,12779,1795,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7288,12780,1796,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7289,12781,1797,"We all have to make sacrifices. I think we should start with you."
7290,12782,1798,"At any given time my wallet is worth more than its contents."
7291,12783,1799,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7292,12784,1800,"We all have to make sacrifices. I think we should start with you."
7293,12785,1801,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7294,12786,1802,"We all have to make sacrifices. I think we should start with you."
7295,12787,1803,"We all have to make sacrifices. I think we should start with you."
7296,12788,1804,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7297,12789,1805,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7298,12790,1806,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7299,12791,1807,"We all have to make sacrifices. I think we should start with you."
7300,12792,1808,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7301,12793,1809,"My weakness is that I care too much. Also, spalling"
7302,12794,1810,"Your choices today are: live your life now or live with regret later."
7303,12795,1811,"Your choices today are: live your life now or live with regret later."
7304,12796,1812,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7305,12797,1813,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7306,12798,1814,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7307,12799,1815,"Your choices today are: live your life now or live with regret later."
7308,12800,1816,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7309,12801,1817,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7310,12802,1818,"Your choices today are: live your life now or live with regret later."
7311,12803,1819,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7312,12804,1820,"My weakness is that I care too much. Also, spalling"
7313,12805,1821,"We all have to make sacrifices. I think we should start with you."
7314,12806,1822,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7315,12807,1823,"Your choices today are: live your life now or live with regret later."
7316,12808,1824,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7317,12809,1825,"We all have to make sacrifices. I think we should start with you."
7318,12810,1826,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7319,12811,1827,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7320,12812,1828,"I really like this site. Nice features #saidnooneever"
7321,12813,1829,"Your choices today are: live your life now or live with regret later."
7322,12814,1830,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7323,12815,1831,"At any given time my wallet is worth more than its contents."
7324,12816,1832,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7325,12817,1833,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7326,12818,1834,"At any given time my wallet is worth more than its contents."
7327,12819,1835,"We all have to make sacrifices. I think we should start with you."
7328,12820,1836,"At any given time my wallet is worth more than its contents."
7329,12821,1837,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7330,12822,1838,"We all have to make sacrifices. I think we should start with you."
7331,12823,1839,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7332,12824,1840,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7333,12825,1841,"Your choices today are: live your life now or live with regret later."
7334,12826,1842,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7335,12827,1843,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7336,12828,1844,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7337,12829,1845,"At any given time my wallet is worth more than its contents."
7338,12830,1846,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7339,12831,1847,"Your choices today are: live your life now or live with regret later."
7340,12832,1848,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7341,12833,1849,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7342,12834,1850,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7343,12835,1851,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7344,12836,1852,"My weakness is that I care too much. Also, spalling"
7345,12837,1853,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7346,12838,1854,"If cats could talk, they would probably always be correcting your grammar."
7347,12839,1855,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7348,12840,1856,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7349,12841,1857,"At any given time my wallet is worth more than its contents."
7350,12842,1858,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7351,12843,1859,"Your choices today are: live your life now or live with regret later."
7352,12844,1860,"I really like this site. Nice features #saidnooneever"
7353,12845,1861,"We all have to make sacrifices. I think we should start with you."
7354,12846,1862,"I really like this site. Nice features #saidnooneever"
7355,12847,1863,"If cats could talk, they would probably always be correcting your grammar."
7356,12848,1864,"If cats could talk, they would probably always be correcting your grammar."
7357,12849,1865,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7358,12850,1866,"If cats could talk, they would probably always be correcting your grammar."
7359,12851,1867,"My weakness is that I care too much. Also, spalling"
7360,12852,1868,"We all have to make sacrifices. I think we should start with you."
7361,12853,1869,"If cats could talk, they would probably always be correcting your grammar."
7362,12854,1870,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7363,12855,1871,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7364,12856,1872,"If cats could talk, they would probably always be correcting your grammar."
7365,12857,1873,"Your choices today are: live your life now or live with regret later."
7366,12858,1874,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7367,12859,1875,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7368,12860,1876,"At any given time my wallet is worth more than its contents."
7369,12861,1877,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7370,12862,1878,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7371,12863,1879,"I really like this site. Nice features #saidnooneever"
7372,12864,1880,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7373,12865,1881,"I really like this site. Nice features #saidnooneever"
7374,12866,1882,"My weakness is that I care too much. Also, spalling"
7375,12867,1883,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7376,12868,1884,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7377,12869,1885,"We all have to make sacrifices. I think we should start with you."
7378,12870,1886,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7379,12871,1887,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7380,12872,1888,"At any given time my wallet is worth more than its contents."
7381,12873,1889,"Your choices today are: live your life now or live with regret later."
7382,12874,1890,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7383,12875,1891,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7384,12876,1892,"We all have to make sacrifices. I think we should start with you."
7385,12877,1893,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7386,12878,1894,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7387,12879,1895,"If cats could talk, they would probably always be correcting your grammar."
7388,12880,1896,"At any given time my wallet is worth more than its contents."
7389,12881,1897,"I really like this site. Nice features #saidnooneever"
7390,12882,1898,"We all have to make sacrifices. I think we should start with you."
7391,12883,1899,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
7392,12884,1900,"My weakness is that I care too much. Also, spalling"
7393,12885,1901,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7394,12886,1902,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7395,12887,1903,"Your choices today are: live your life now or live with regret later."
7396,12888,1904,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7397,12889,1905,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
7398,12890,1906,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7399,12891,1907,"My weakness is that I care too much. Also, spalling"
7400,12892,1908,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7401,12893,1909,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7402,12894,1910,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7403,12895,1911,"If cats could talk, they would probably always be correcting your grammar."
7404,12896,1912,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7405,12897,1913,"At any given time my wallet is worth more than its contents."
7406,12898,1914,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
7407,12899,1915,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
7408,12900,1916,"At any given time my wallet is worth more than its contents."
7409,12901,1917,"We all have to make sacrifices. I think we should start with you."
7410,12902,1918,"If cats could talk, they would probably always be correcting your grammar."
7411,12903,1919,"If cats could talk, they would probably always be correcting your grammar."
7412,12904,1920,"We all have to make sacrifices. I think we should start with you."
7413,12905,1921,"I really like this site. Nice features #saidnooneever"
7414,12906,1922,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
7415,12907,1923,"We all have to make sacrifices. I think we should start with you."
7416,12908,1924,"We all have to make sacrifices. I think we should start with you."
7417,12909,1925,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7418,12910,1926,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7419,12911,1927,"At any given time my wallet is worth more than its contents."
7420,12912,1928,"My weakness is that I care too much. Also, spalling"
7421,12913,1929,"Why are there no Knock Knock jokes about America? Because Freedom rings."
7422,12914,1930,"If cats could talk, they would probably always be correcting your grammar."
7423,12915,1931,"At any given time my wallet is worth more than its contents."
7424,12916,1932,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
7425,12917,1933,"Your choices today are: live your life now or live with regret later."
7426,12918,1934,"I really like this site. Nice features #saidnooneever"
