lastStatusId,statusId,userId,status
1337,6829,1337,"At any given time my wallet is worth more than its contents."
1338,6830,1338,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1339,6831,1339,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1340,6832,1340,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1341,6833,1341,"My weakness is that I care too much. Also, spalling"
1342,6834,1342,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1343,6835,1343,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1344,6836,1344,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1345,6837,1345,"If cats could talk, they would probably always be correcting your grammar."
1346,6838,1346,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1347,6839,1347,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1348,6840,1348,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1349,6841,1349,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1350,6842,1350,"At any given time my wallet is worth more than its contents."
1351,6843,1351,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1352,6844,1352,"If cats could talk, they would probably always be correcting your grammar."
1353,6845,1353,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1354,6846,1354,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1355,6847,1355,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1356,6848,1356,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1357,6849,1357,"My weakness is that I care too much. Also, spalling"
1358,6850,1358,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1359,6851,1359,"Your choices today are: live your life now or live with regret later."
1360,6852,1360,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1361,6853,1361,"I really like this site. Nice features #saidnooneever"
1362,6854,1362,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1363,6855,1363,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1364,6856,1364,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1365,6857,1365,"Your choices today are: live your life now or live with regret later."
1366,6858,1366,"We all have to make sacrifices. I think we should start with you."
1367,6859,1367,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1368,6860,1368,"At any given time my wallet is worth more than its contents."
1369,6861,1369,"My weakness is that I care too much. Also, spalling"
1370,6862,1370,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1371,6863,1371,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1372,6864,1372,"I really like this site. Nice features #saidnooneever"
1373,6865,1373,"At any given time my wallet is worth more than its contents."
1374,6866,1374,"If cats could talk, they would probably always be correcting your grammar."
1375,6867,1375,"If cats could talk, they would probably always be correcting your grammar."
1376,6868,1376,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1377,6869,1377,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1378,6870,1378,"At any given time my wallet is worth more than its contents."
1379,6871,1379,"At any given time my wallet is worth more than its contents."
1380,6872,1380,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1381,6873,1381,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1382,6874,1382,"We all have to make sacrifices. I think we should start with you."
1383,6875,1383,"At any given time my wallet is worth more than its contents."
1384,6876,1384,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1385,6877,1385,"My weakness is that I care too much. Also, spalling"
1386,6878,1386,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1387,6879,1387,"My weakness is that I care too much. Also, spalling"
1388,6880,1388,"I really like this site. Nice features #saidnooneever"
1389,6881,1389,"If cats could talk, they would probably always be correcting your grammar."
1390,6882,1390,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1391,6883,1391,"My weakness is that I care too much. Also, spalling"
1392,6884,1392,"My weakness is that I care too much. Also, spalling"
1393,6885,1393,"At any given time my wallet is worth more than its contents."
1394,6886,1394,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1395,6887,1395,"We all have to make sacrifices. I think we should start with you."
1396,6888,1396,"At any given time my wallet is worth more than its contents."
1397,6889,1397,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1398,6890,1398,"Your choices today are: live your life now or live with regret later."
1399,6891,1399,"If cats could talk, they would probably always be correcting your grammar."
1400,6892,1400,"Your choices today are: live your life now or live with regret later."
1401,6893,1401,"If cats could talk, they would probably always be correcting your grammar."
1402,6894,1402,"At any given time my wallet is worth more than its contents."
1403,6895,1403,"We all have to make sacrifices. I think we should start with you."
1404,6896,1404,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1405,6897,1405,"My weakness is that I care too much. Also, spalling"
1406,6898,1406,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1407,6899,1407,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1408,6900,1408,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1409,6901,1409,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1410,6902,1410,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1411,6903,1411,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1412,6904,1412,"Your choices today are: live your life now or live with regret later."
1413,6905,1413,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1414,6906,1414,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1415,6907,1415,"My weakness is that I care too much. Also, spalling"
1416,6908,1416,"We all have to make sacrifices. I think we should start with you."
1417,6909,1417,"My weakness is that I care too much. Also, spalling"
1418,6910,1418,"At any given time my wallet is worth more than its contents."
1419,6911,1419,"At any given time my wallet is worth more than its contents."
1420,6912,1420,"Your choices today are: live your life now or live with regret later."
1421,6913,1421,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1422,6914,1422,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1423,6915,1423,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1424,6916,1424,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1425,6917,1425,"We all have to make sacrifices. I think we should start with you."
1426,6918,1426,"My weakness is that I care too much. Also, spalling"
1427,6919,1427,"We all have to make sacrifices. I think we should start with you."
1428,6920,1428,"If cats could talk, they would probably always be correcting your grammar."
1429,6921,1429,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1430,6922,1430,"If cats could talk, they would probably always be correcting your grammar."
1431,6923,1431,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1432,6924,1432,"Your choices today are: live your life now or live with regret later."
1433,6925,1433,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1434,6926,1434,"If cats could talk, they would probably always be correcting your grammar."
1435,6927,1435,"My weakness is that I care too much. Also, spalling"
1436,6928,1436,"At any given time my wallet is worth more than its contents."
1437,6929,1437,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1438,6930,1438,"Your choices today are: live your life now or live with regret later."
1439,6931,1439,"We all have to make sacrifices. I think we should start with you."
1440,6932,1440,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1441,6933,1441,"If cats could talk, they would probably always be correcting your grammar."
1442,6934,1442,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1443,6935,1443,"If cats could talk, they would probably always be correcting your grammar."
1444,6936,1444,"Your choices today are: live your life now or live with regret later."
1445,6937,1445,"My weakness is that I care too much. Also, spalling"
1446,6938,1446,"We all have to make sacrifices. I think we should start with you."
1447,6939,1447,"We all have to make sacrifices. I think we should start with you."
1448,6940,1448,"I really like this site. Nice features #saidnooneever"
1449,6941,1449,"At any given time my wallet is worth more than its contents."
1450,6942,1450,"At any given time my wallet is worth more than its contents."
1451,6943,1451,"I really like this site. Nice features #saidnooneever"
1452,6944,1452,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1453,6945,1453,"We all have to make sacrifices. I think we should start with you."
1454,6946,1454,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1455,6947,1455,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1456,6948,1456,"We all have to make sacrifices. I think we should start with you."
1457,6949,1457,"At any given time my wallet is worth more than its contents."
1458,6950,1458,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1459,6951,1459,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1460,6952,1460,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1461,6953,1461,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1462,6954,1462,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1463,6955,1463,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1464,6956,1464,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1465,6957,1465,"At any given time my wallet is worth more than its contents."
1466,6958,1466,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1467,6959,1467,"I really like this site. Nice features #saidnooneever"
1468,6960,1468,"We all have to make sacrifices. I think we should start with you."
1469,6961,1469,"At any given time my wallet is worth more than its contents."
1470,6962,1470,"At any given time my wallet is worth more than its contents."
1471,6963,1471,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1472,6964,1472,"My weakness is that I care too much. Also, spalling"
1473,6965,1473,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1474,6966,1474,"Your choices today are: live your life now or live with regret later."
1475,6967,1475,"My weakness is that I care too much. Also, spalling"
1476,6968,1476,"If cats could talk, they would probably always be correcting your grammar."
1477,6969,1477,"We all have to make sacrifices. I think we should start with you."
1478,6970,1478,"My weakness is that I care too much. Also, spalling"
1479,6971,1479,"My weakness is that I care too much. Also, spalling"
1480,6972,1480,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1481,6973,1481,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1482,6974,1482,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1483,6975,1483,"At any given time my wallet is worth more than its contents."
1484,6976,1484,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1485,6977,1485,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1486,6978,1486,"Your choices today are: live your life now or live with regret later."
1487,6979,1487,"Your choices today are: live your life now or live with regret later."
1488,6980,1488,"My weakness is that I care too much. Also, spalling"
1489,6981,1489,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1490,6982,1490,"If cats could talk, they would probably always be correcting your grammar."
1491,6983,1491,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1492,6984,1492,"We all have to make sacrifices. I think we should start with you."
1493,6985,1493,"At any given time my wallet is worth more than its contents."
1494,6986,1494,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1495,6987,1495,"Your choices today are: live your life now or live with regret later."
1496,6988,1496,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1497,6989,1497,"At any given time my wallet is worth more than its contents."
1498,6990,1498,"We all have to make sacrifices. I think we should start with you."
1499,6991,1499,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1500,6992,1500,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1501,6993,1501,"At any given time my wallet is worth more than its contents."
1502,6994,1502,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1503,6995,1503,"Your choices today are: live your life now or live with regret later."
1504,6996,1504,"We all have to make sacrifices. I think we should start with you."
1505,6997,1505,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1506,6998,1506,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1507,6999,1507,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1508,7000,1508,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1509,7001,1509,"I really like this site. Nice features #saidnooneever"
1510,7002,1510,"I really like this site. Nice features #saidnooneever"
1511,7003,1511,"At any given time my wallet is worth more than its contents."
1512,7004,1512,"Your choices today are: live your life now or live with regret later."
1513,7005,1513,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1514,7006,1514,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1515,7007,1515,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1516,7008,1516,"I really like this site. Nice features #saidnooneever"
1517,7009,1517,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1518,7010,1518,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1519,7011,1519,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1520,7012,1520,"We all have to make sacrifices. I think we should start with you."
1521,7013,1521,"I really like this site. Nice features #saidnooneever"
1522,7014,1522,"Your choices today are: live your life now or live with regret later."
1523,7015,1523,"I really like this site. Nice features #saidnooneever"
1524,7016,1524,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1525,7017,1525,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1526,7018,1526,"We all have to make sacrifices. I think we should start with you."
1527,7019,1527,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1528,7020,1528,"We all have to make sacrifices. I think we should start with you."
1529,7021,1529,"I really like this site. Nice features #saidnooneever"
1530,7022,1530,"We all have to make sacrifices. I think we should start with you."
1531,7023,1531,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1532,7024,1532,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1533,7025,1533,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1534,7026,1534,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1535,7027,1535,"If cats could talk, they would probably always be correcting your grammar."
1536,7028,1536,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1537,7029,1537,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1538,7030,1538,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1539,7031,1539,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1540,7032,1540,"Your choices today are: live your life now or live with regret later."
1541,7033,1541,"Your choices today are: live your life now or live with regret later."
1542,7034,1542,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1543,7035,1543,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1544,7036,1544,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1545,7037,1545,"At any given time my wallet is worth more than its contents."
1546,7038,1546,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1547,7039,1547,"Your choices today are: live your life now or live with regret later."
1548,7040,1548,"If cats could talk, they would probably always be correcting your grammar."
1549,7041,1549,"If cats could talk, they would probably always be correcting your grammar."
1550,7042,1550,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1551,7043,1551,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1552,7044,1552,"My weakness is that I care too much. Also, spalling"
1553,7045,1553,"My weakness is that I care too much. Also, spalling"
1554,7046,1554,"My weakness is that I care too much. Also, spalling"
1555,7047,1555,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1556,7048,1556,"If cats could talk, they would probably always be correcting your grammar."
1557,7049,1557,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1558,7050,1558,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1559,7051,1559,"If cats could talk, they would probably always be correcting your grammar."
1560,7052,1560,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1561,7053,1561,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1562,7054,1562,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1563,7055,1563,"We all have to make sacrifices. I think we should start with you."
1564,7056,1564,"If cats could talk, they would probably always be correcting your grammar."
1565,7057,1565,"We all have to make sacrifices. I think we should start with you."
1566,7058,1566,"If cats could talk, they would probably always be correcting your grammar."
1567,7059,1567,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1568,7060,1568,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1569,7061,1569,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1570,7062,1570,"Your choices today are: live your life now or live with regret later."
1571,7063,1571,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1572,7064,1572,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1573,7065,1573,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1574,7066,1574,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1575,7067,1575,"I really like this site. Nice features #saidnooneever"
1576,7068,1576,"We all have to make sacrifices. I think we should start with you."
1577,7069,1577,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1578,7070,1578,"We all have to make sacrifices. I think we should start with you."
1579,7071,1579,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1580,7072,1580,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1581,7073,1581,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1582,7074,1582,"Your choices today are: live your life now or live with regret later."
1583,7075,1583,"If cats could talk, they would probably always be correcting your grammar."
1584,7076,1584,"At any given time my wallet is worth more than its contents."
1585,7077,1585,"My weakness is that I care too much. Also, spalling"
1586,7078,1586,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1587,7079,1587,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1588,7080,1588,"At any given time my wallet is worth more than its contents."
1589,7081,1589,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1590,7082,1590,"We all have to make sacrifices. I think we should start with you."
1591,7083,1591,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1592,7084,1592,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1593,7085,1593,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1594,7086,1594,"Your choices today are: live your life now or live with regret later."
1595,7087,1595,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1596,7088,1596,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1597,7089,1597,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1598,7090,1598,"Your choices today are: live your life now or live with regret later."
1599,7091,1599,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1600,7092,1600,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1601,7093,1601,"Your choices today are: live your life now or live with regret later."
1602,7094,1602,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1603,7095,1603,"We all have to make sacrifices. I think we should start with you."
1604,7096,1604,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1605,7097,1605,"We all have to make sacrifices. I think we should start with you."
1606,7098,1606,"I really like this site. Nice features #saidnooneever"
1607,7099,1607,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1608,7100,1608,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1609,7101,1609,"I really like this site. Nice features #saidnooneever"
1610,7102,1610,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1611,7103,1611,"At any given time my wallet is worth more than its contents."
1612,7104,1612,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1613,7105,1613,"At any given time my wallet is worth more than its contents."
1614,7106,1614,"My weakness is that I care too much. Also, spalling"
1615,7107,1615,"Your choices today are: live your life now or live with regret later."
1616,7108,1616,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1617,7109,1617,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1618,7110,1618,"My weakness is that I care too much. Also, spalling"
1619,7111,1619,"Your choices today are: live your life now or live with regret later."
1620,7112,1620,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1621,7113,1621,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1622,7114,1622,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1623,7115,1623,"Your choices today are: live your life now or live with regret later."
1624,7116,1624,"If cats could talk, they would probably always be correcting your grammar."
1625,7117,1625,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1626,7118,1626,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1627,7119,1627,"At any given time my wallet is worth more than its contents."
1628,7120,1628,"I really like this site. Nice features #saidnooneever"
1629,7121,1629,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1630,7122,1630,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1631,7123,1631,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1632,7124,1632,"My weakness is that I care too much. Also, spalling"
1633,7125,1633,"At any given time my wallet is worth more than its contents."
1634,7126,1634,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1635,7127,1635,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1636,7128,1636,"At any given time my wallet is worth more than its contents."
1637,7129,1637,"Your choices today are: live your life now or live with regret later."
1638,7130,1638,"I really like this site. Nice features #saidnooneever"
1639,7131,1639,"My weakness is that I care too much. Also, spalling"
1640,7132,1640,"I really like this site. Nice features #saidnooneever"
1641,7133,1641,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1642,7134,1642,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1643,7135,1643,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1644,7136,1644,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1645,7137,1645,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1646,7138,1646,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1647,7139,1647,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1648,7140,1648,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1649,7141,1649,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1650,7142,1650,"At any given time my wallet is worth more than its contents."
1651,7143,1651,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1652,7144,1652,"I really like this site. Nice features #saidnooneever"
1653,7145,1653,"We all have to make sacrifices. I think we should start with you."
1654,7146,1654,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1655,7147,1655,"My weakness is that I care too much. Also, spalling"
1656,7148,1656,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1657,7149,1657,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1658,7150,1658,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1659,7151,1659,"Your choices today are: live your life now or live with regret later."
1660,7152,1660,"I really like this site. Nice features #saidnooneever"
1661,7153,1661,"My weakness is that I care too much. Also, spalling"
1662,7154,1662,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1663,7155,1663,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1664,7156,1664,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1665,7157,1665,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1666,7158,1666,"We all have to make sacrifices. I think we should start with you."
1667,7159,1667,"Your choices today are: live your life now or live with regret later."
1668,7160,1668,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1669,7161,1669,"At any given time my wallet is worth more than its contents."
1670,7162,1670,"My weakness is that I care too much. Also, spalling"
1671,7163,1671,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1672,7164,1672,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1673,7165,1673,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1674,7166,1674,"My weakness is that I care too much. Also, spalling"
1675,7167,1675,"We all have to make sacrifices. I think we should start with you."
1676,7168,1676,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1677,7169,1677,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1678,7170,1678,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1679,7171,1679,"Your choices today are: live your life now or live with regret later."
1680,7172,1680,"Your choices today are: live your life now or live with regret later."
1681,7173,1681,"Why are there no Knock Knock jokes about America? Because Freedom rings."
1682,7174,1682,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
1683,7175,1683,"I really like this site. Nice features #saidnooneever"
1684,7176,1684,"My weakness is that I care too much. Also, spalling"
1685,7177,1685,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1686,7178,1686,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
1687,7179,1687,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1688,7180,1688,"At any given time my wallet is worth more than its contents."
1689,7181,1689,"If cats could talk, they would probably always be correcting your grammar."
1690,7182,1690,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1691,7183,1691,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
1692,7184,1692,"Your choices today are: live your life now or live with regret later."
1693,7185,1693,"I really like this site. Nice features #saidnooneever"
1694,7186,1694,"We all have to make sacrifices. I think we should start with you."
1695,7187,1695,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1696,7188,1696,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
1697,7189,1697,"I really like this site. Nice features #saidnooneever"
1698,7190,1698,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
1699,7191,1699,"If cats could talk, they would probably always be correcting your grammar."
1700,7192,1700,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1701,7193,1701,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
1702,7194,1702,"I really like this site. Nice features #saidnooneever"
1703,7195,1703,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
